video	frame	seconds	confidence	text
video_1	1	0	0.30	口>
video_1	1	0	0.30	③ 聊天
video_1	1	0	0.30	④搜索 Q图片 巴视频 图新闻
video_1	1	0	1.00	目前我觉得项目缺少的是目标，没有目标整个项目
video_1	1	0	0.50	都是没意义的，给我一个 pro 的 prompt，我想要
video_1	1	0	1.00	一个最合适项目的目标，包括客资，点赞，播放，
video_1	1	0	1.00	其余的帮我自动补全一下
video_1	1	0	0.30	•巴
video_1	1	0	0.50	你这个判断是对的，但要再往前压一层：项目缺的不是“播放目标“本身，而是目标分层。没有分清“内容验证
video_1	1	0	1.00	目标/客资目标/项目闭环目标”，播放、点赞、客资都会变成散指标，像仪表盘上全是灯但没有方向盘。
video_1	1	0	0.50	Thought for 36s>
video_1	1	0	0.50	对，这个要给 Pro 做“项目目标重判”，不是让它随便给你，
video_1	1	0	1.00	你现在真正要的是：
video_1	1	0	0.30	電放量 KPl。
video_1	1	0	1.00	给《视频工厂》定一个能驱动项目继续存在的目标。
video_1	1	0	1.00	不是“播放高一点、点赞多一点”，而是：这套内容和 AI协作系统到底要验证什么，什么数据说明它值得继
video_1	1	0	1.00	续，什么数据说明要换方向。
video_1	1	0	0.50	下面这版可以直接复制给 Pro。
video_1	1	0	0.30	<1 Markdown
video_1	1	0	1.00	你现在不是普通回答问题，而是帮我做一次《视频工厂》项目目标重判。
video_1	1	0	1.00	我需要你给这个项目定出“最合适、最能驱动项目继续推进”的目标体系。
video_1	1	0	1.00	注意：不要只给我泛泛的插放量、点赞量、涨粉目标。我要的是一个真正能让项目有意义、有方向、有取舍、有复盘依据的目标系统。
video_1	1	0	1.00	一、项目背景
video_1	1	0	0.50	我现在做的项目叫《视频工厂》。
video_1	2	2	1.00	聊天
video_1	2	2	0.30	④ 搜索
video_1	2	2	0.50	Q 图片
video_1	2	2	1.00	视频
video_1	2	2	0.30	日 新闻
video_1	2	2	1.00	目前我觉得项目缺少的是目标，没有目标整个项目
video_1	2	2	0.30	都是汙
video_1	2	2	0.30	是沿亨义的，给我一个 pro 的prompt，我想要
video_1	2	2	0.50	一个最公适项目的目标，包括客资，点赞，播放，
video_1	2	2	1.00	其余的帮我自动补全一下
video_1	2	2	0.50	判断是对的，但要再往前压一层：项目缺的不是“播放目标“本身，而是目标分层。没有分清”内容验证
video_1	2	2	0.50	资目标/项目闭环目标”，播放、点赞、客资都会变成散指标，像仪表盘上全是灯但没有方向盘。
video_1	2	2	0.30	for 36s＞
video_1	2	2	0.50	要给 Pro做“项目目标重判”，不是让它随便给你一组播放量KPl。
video_1	2	2	1.00	E要的是：
video_1	2	2	1.00	厂》定一个能驱动项目继续存在的目标。
video_1	2	2	0.50	一点、点赞多一点”，而是：这套内容和AI协作系统到底要验证什么，什么数据说明它值得继
video_1	2	2	1.00	据说明要换方向。
video_1	2	2	0.30	/吉接生然 Dra
video_1	3	4	1.00	聊天
video_1	3	4	0.30	搜索
video_1	3	4	0.30	Q图片
video_1	3	4	0.30	巴 视频
video_1	3	4	0.30	日 新闻
video_1	3	4	1.00	目前我觉得项目缺少的是目标，没有目标整个项目
video_1	3	4	0.50	都是没意义的，给我一个 pro 的 prompt，我想要
video_1	3	4	1.00	一个最合适项目的目标，包括客资，点赞，播放，
video_1	3	4	1.00	其余的帮我自动补全一下
video_1	3	4	0.50	断是对的，但要再往前压一层：项目缺的不是“播放目标“本身，而是目标分层。没有分清”内容验证
video_1	3	4	1.00	资目标/项目闭环目标”，播放、点赞、客资都会变成散指标，像仪表盘上全是灯但没有方向盘。
video_1	3	4	0.30	for 36s〉
video_1	3	4	0.50	要给 Pro做“项目目标重判”，不是让它随便给你一组播放量KPI。
video_1	3	4	0.50	要的是：
video_1	3	4	1.00	厂》定一个能驱动项目继续存在的目标。
video_1	3	4	0.50	一点、点赞多一点”，而是：这套内容和 AI 协作系统到底要验证什么，什么数据说明它值得继
video_1	3	4	0.50	居说明要换方向。
video_1	3	4	0.30	1古垃合生40日）
video_1	4	6	1.00	聊天
video_1	4	6	0.30	搜索
video_1	4	6	0.30	Q 图片
video_1	4	6	0.30	巴 视频
video_1	4	6	0.30	日 新闻
video_1	4	6	1.00	目前我觉得项目缺少的是目标，没有目标整个项目
video_1	4	6	0.50	都是没意义的，给我一个 pro 的 prompt，我想要
video_1	4	6	1.00	一个最合适项目的目标，包括客资，点赞，播放，
video_1	4	6	1.00	其余的帮我自动补全一下
video_1	4	6	0.50	断是对的，但要再往前压一层：项目缺的不是“播放目标”本身，而是目标分局，没有分清"内容验证
video_1	4	6	0.50	资目标/项目闭环目标”，播放、点赞、客资都会变成散指标，像仪表盘上全是）但没有方向盘。
video_1	4	6	0.30	for 36s〉
video_1	4	6	0.50	要给 Pro做“项目目标重判”，不是让它随便给你一组播放量KPI。
video_1	4	6	0.50	要的是：
video_1	4	6	1.00	厂》定一个能驱动项目继续存在的目标。
video_1	4	6	0.50	一点、点赞多一点”，而是：这套内容和 AI 协作系统到底要验证什么，什么数据说明它值得继
video_1	4	6	0.50	居说明要换方向。
video_1	4	6	0.30	1古垃合生4公 ）
video_1	5	8	0.30	日>
video_1	5	8	0.50	聊天
video_1	5	8	0.30	田 搜索
video_1	5	8	0.30	Q 图片
video_1	5	8	0.30	巴 视频 图新闻
video_1	5	8	0.30	S Markdown
video_1	5	8	1.00	我需要你给这个项目定出“最合适、最能驱动项目继续推进”的目标体系。
video_1	5	8	1.00	注意：不要只给我泛泛的播放量、点赞量、涨粉目标。我要的是一个真正能让项目有意义、有方向、有取舍、有复盘依据的目标系统。
video_1	5	8	1.00	一、项目背景
video_1	5	8	1.00	我现在做的项目叫《视频工厂》。
video_1	5	8	1.00	当前上位身份是：
video_1	5	8	0.30	《视频工厂| 0PC 一人公司 AI 闭环验证系统》
video_1	5	8	1.00	它不是单纯做视频，也不是只做一个剪辑流程。
video_1	5	8	1.00	更准确地说：
video_1	5	8	1.00	我想验证一个人能不能借助多 AI 协作，把真实问题变成内容，把内容放到平台验证，再通过反馈沉淀产品、服务、工作包或私域客资。
video_1	5	8	1.00	当前视频只是内容化出口和反馈入口。
video_1	5	8	1.00	当前项目中心价值是：
video_1	5	8	0.30	真实 AI 使用经验 +工作提效实录
video_1	5	8	1.00	当前默认内容方向是：
video_1	5	8	1.00	把我真实使用 AI的过程、提效案例、踩坑、项目推进、工作流、成本拆解、结果差，用短视频方式表达出来，让用户看见：
video_1	5	8	0.50	1. AI 不是自动赚钱；
video_1	5	8	0.50	2. AI 可以降低试错成本；
video_1	5	8	0.50	3.AI 可以把文案、视頻、选品逻辑、项目方案、数据复盘变
video_1	5	8	0.50	4. 真正有价值的是把 AI 接进真实业务和内容闭环。
video_1	5	8	0.30	当前正式拥赖丰线仍是：
video_1	5	8	0.30	⋯•
video_1	6	10	0.30	口＞
video_1	6	10	0.30	＄ 聊天
video_1	6	10	0.30	④搜索 Q图片 巴视頻 图新闻
video_1	6	10	0.30	…巴
video_1	6	10	0.30	</> Markdown
video_1	6	10	0.50	我现在做的项目叫《视频工厂）。
video_1	6	10	1.00	当前上位身份是：
video_1	6	10	0.30	《视频工厂|OPC 一人公司 AI 闭环验证系统》
video_1	6	10	1.00	它不是单纯做视频，也不是只做一个剪辑流程。
video_1	6	10	0.50	更准确地说：
video_1	6	10	0.50	我想验证一个人能不能借助多 AI 协作，把真实问题变成内容，把内容放到平台验证，再通过反馈沉淀产品、服务、工作包或私域客资。
video_1	6	10	1.00	当前视频只是内容化出口和反馈入口。
video_1	6	10	1.00	当前项目中心价值是：
video_1	6	10	0.30	真实 AI 使用经验+工作提效实录
video_1	6	10	1.00	当前默认内容方向是：
video_1	6	10	1.00	把我真实使用 AI 的过程、提效案例、踩坑、项目推进、工作流、成本拆解、结果差，用短视频方式表达出来，让用户看见：
video_1	6	10	0.30	1. AI 不是自动赚钱；
video_1	6	10	0.50	2. AI 可以降低试错成本；
video_1	6	10	0.50	3.AI 可以把文案、视频、选品辑、项目方案、数据复盘变快；
video_1	6	10	0.50	4. 真正有价值的是把 AI 接进真实业务和内容闭环。
video_1	6	10	1.00	当前正式视频主线仍是：
video_1	6	10	0.30	API 生成真人 + 用户录制素材 + 少量 PPT + 云端剪辑
video_1	6	10	1.00	但这只是内容化输出载体，不是项目最终目标。
video_1	6	10	1.00	我新媒体出身，懂运营、编导、内容结构、用户感受和表达，
video_1	6	10	1.00	丛础较弱。我的优势不是写代码，而是重新定义问题、判断方向、设计
video_1	6	10	1.00	我真正想验证的是：
video_1	7	12	0.30	中援素
video_1	7	12	0.30	2图片
video_1	7	12	0.30	国新国
video_1	7	12	0.30	《/ Markdown
video_1	7	12	1.00	它不是单纯做视频，也不是只做一个剪输流程。
video_1	7	12	1.00	更准确地说：
video_1	7	12	0.30	我想验证一个人能不能借助多AI 协作，把真实问题变成内容，把内容放到平台验证，禹通过天烧沉走产品、服务、市出的
video_1	7	12	1.00	当前视须只是内容化出口和反惯入口。
video_1	7	12	1.00	当前项目中心价值是：
video_1	7	12	0.30	真实 AI 使用经验+工作提效实录
video_1	7	12	0.50	当前默认内容方向是：
video_1	7	12	0.30	把我真实使用 AI的过程、提效案倒、踩坑、项目推进、工作流、成本拆解、继果差，用營深須方法果这出来，治离户看
video_1	7	12	0.30	1. AI 不是自动賺钱；
video_1	7	12	0.30	2.AI 可以障低试错成本；
video_1	7	12	0.30	3.AI 可以把文案、视频、适品還辑、项目方案、致据复盘变快；
video_1	7	12	0.30	4.真正有价值的是把 AT 搜进真实业务和内容湯环。
video_1	7	12	0.30	当前正式视鲼圭线仍是：
video_1	7	12	0.30	APT 生成真人 +用户录製素材+少量 PPT *云選烤销
video_1	7	12	0.30	但这只是内容化输出载体，不是项目最终目标。
video_1	7	12	0.30	我新媒体出身，懂退营、蜜导、内容结构、阳户感受和表这，型终太基磁纹够
video_1	7	12	0.30	我真正想驗证的量
video_1	7	12	0.30	AI 能
video_1	7	12	0.30	能帮我形成一个可持缓的一人公到裡环，两不是只
video_1	8	14	0.30	Markdown
video_1	8	14	1.00	当前默认内容方向是：
video_1	8	14	0.50	把我真实使用 AI 的过程、提效案例、踩坑、项目推进
video_1	8	14	0.30	1.AI 不是自动赚钱；
video_1	8	14	0.50	2、AI 可以降低试错成本；
video_1	8	14	0.50	3、AI 可以把文案、祝频、选品逻辑、项目方案、数据复盘变快；
video_1	8	14	0.50	4、真正有价值的是把 AI 接进真实业务和内容闭环。
video_1	9	16	0.30	新浪箱中心价懷是：
video_1	9	16	0.30	当新默认內容方向量：
video_1	9	16	0.50	把我農实使用 AI 的过程、提效案例、踩坑、项目推进、工作流、成本拆解、结果差，用短视频方式表这出来，让能户看见：
video_1	9	16	0.30	1、AT 不是自动赚线；
video_1	9	16	0.30	2.AT 可以降低试端成本；
video_1	9	16	0.50	3.AI 可以把文案、视频、选品逻辑、项目方案、数据复盘变快；
video_1	9	16	0.50	4、真正有价值的是把 AI 接进真实业务和内容闭环。
video_1	9	16	0.30	当前正式；视频主线仍是：
video_1	9	16	0.30	API 生成真人 + 用户录制素材 + 少量 PPT + 云端剪辑
video_1	9	16	1.00	但这只是内容化输出载体，不是项目最终目标。
video_1	9	16	0.30	我新媒体出身，懂运营、编导、内容结构、用户感受和表达，但技术基™较弱。我的优势不是写代码，而是重新定火问题、判断方向，子
video_1	9	16	1.00	我真正想验证的是：
video_1	9	16	1.00	AI 能不能帮我形成一个可持续的一人公司闭环，而不是只做几条视频玩玩。
video_1	10	18	0.30	口＞
video_1	10	18	0.30	③ 聊天
video_1	10	18	0.30	④ 搜索
video_1	10	18	0.30	… 巴
video_1	10	18	0.30	</> Markdown
video_1	10	18	1.00	我真正想验证的是：
video_1	10	18	1.00	AI 能不能帮我形成一个可持续的一人公司闭环，而不是只做几条视频玩玩。
video_1	10	18	0.50	二、我现在觉得项目缺的问题
video_1	10	18	1.00	我现在感觉项目最大问题不是技术，也不是视频本身。
video_1	10	18	1.00	而是缺少清晰目标。
video_1	10	18	1.00	没有目标，整个项目就没有意义。
video_1	10	18	1.00	现在有很多东西都在做：
video_1	10	18	0.30	- 视须生产
video_1	10	18	0.50	- AI 工具使用经验
video_1	10	18	0.50	- 工作流展示
video_1	10	18	0.30	-选幾
video_1	10	18	0.30	- 文案
video_1	10	18	0.50	- TTS
video_1	10	18	0.50	- 开头 hook
video_1	10	18	0.50	- 画面证据
video_1	10	18	0.30	- 发布复盘
video_1	10	18	0.30	- 客资
video_1	10	18	0.30	- 点赞
video_1	10	18	0.30	- 播放
video_1	10	18	0.30	- 可能的私城
video_1	10	18	0.30	- 可能的工作包
video_1	10	18	0.30	- 可能的服务 / 咨询 / 定制化 AI 视频
video_1	10	18	1.00	但如果目标没定清楚，这些都会散。
video_1	10	18	1.00	我不想只追播放，
video_1	10	18	1.00	也不想只做自嗨项目。
video_1	11	20	0.30	口>
video_1	11	20	0.30	＄ 聊天
video_1	11	20	0.30	④ 搜索
video_1	11	20	0.30	Q 图片
video_1	11	20	0.30	图 新闻
video_1	11	20	0.30	…巴
video_1	11	20	0.30	‹> Markdown
video_1	11	20	0.30	-ML 上兵区用江理
video_1	11	20	0.50	- 工作流展示
video_1	11	20	0.30	- 选题
video_1	11	20	0.30	- 文案
video_1	11	20	0.50	- TTS
video_1	11	20	0.50	- 开头 hook
video_1	11	20	0.30	-面面证据
video_1	11	20	0.30	- 发布复盘
video_1	11	20	0.50	- 客资
video_1	11	20	0.30	- 点赞
video_1	11	20	0.30	- 攝放
video_1	11	20	0.30	- 可能的私城
video_1	11	20	0.50	- 可能的工作包
video_1	11	20	0.30	- 可能的服务 /咨询 /定制化 AI 视频
video_1	11	20	1.00	但如果目标没定清楚，这些都会散。
video_1	11	20	0.50	我不想只追播放，也不想只做自嗨项目。
video_1	11	20	1.00	我需要你帮我判断：
video_1	11	20	1.00	这个项目当前阶段最应该追什么目标？
video_1	11	20	0.50	三、请你先做诊断，不要直接给KPI
video_1	11	20	1.00	请你先判断：
video_1	11	20	0.50	1. 当前《视频工厂》到底属于哪种项目？
video_1	11	20	0.30	- 内容账号？
video_1	11	20	0.50	- AI 产品验证？
video_1	11	20	0.50	- 私域获客项目？
video_1	11	20	0.50	- 服务型项目？
video_1	11	20	1.00	- 一人公司工作流验证？
video_1	11	20	0.50	- 还是以上几种的组合？
video_1	12	22	0.30	口>
video_1	12	22	0.30	© 聊天
video_1	12	22	0.30	田 搜索
video_1	12	22	0.30	Q 图片 巴视頻 国新闻
video_1	12	22	0.30	<^ Markdown
video_1	12	22	0.30	- 内容账号？
video_1	12	22	0.30	- 服务型项目？
video_1	12	22	0.50	- 一人公司工作流验证？
video_1	12	22	0.50	- 还是以上几种的组合？
video_1	12	22	0.50	2． 当前阶段最不应该追什么？
video_1	12	22	1.00	例如：
video_1	12	22	0.50	- 不应该一上来追大播放？
video_1	12	22	0.50	- 不应该马上追成交？
video_1	12	22	0.50	- 不应该过早产品化？
video_1	12	22	0.50	- 不应该只看点赞？
video_1	12	22	0.50	- 不应该只看单条爆款？
video_1	12	22	1.00	3.当前阶段最应该验证的核心假设是什么？
video_1	12	22	0.50	请你只选 1 个主假设，不要给我一堆并列方向。
video_1	12	22	0.50	4.如果这个主假设被验证，项目才算有继续做的意义；
video_1	12	22	1.00	如果这个主假设没被验证，项目就应该重判路线。
video_1	12	22	0.30	=======33333#333=3==
video_1	12	22	0.30	==3333333333333333
video_1	12	22	0.50	请你不要只回答我问到的“客资、点赞、播放”。
video_1	12	22	0.50	请你自动补全完鉴目标体系，至少包括：
video_1	12	22	0.30	1. 北极星目标
video_1	12	22	0.50	- 这个项目 3-6 个月内最重要的唯一主目标是什么？
video_1	12	22	0.50	- 用一句人话说清楚。
video_1	12	22	0.30	- 不要写虚词，比如“打造影响力”“建立闭环”。
video_1	12	22	0.50	- 要能判断成功或失败。
video_1	13	24	0.30	口>
video_1	13	24	0.30	聰天
video_1	13	24	0.30	…巴
video_1	13	24	0.30	S/> Markdown
video_1	13	24	0.50	E. 商业验证层
video_1	13	24	0.30	- 付费咨询
video_1	13	24	0.30	- 定制化视频需求
video_1	13	24	0.30	- 工作包 / prompt 包需求
video_1	13	24	1.00	不要把所有私信都算客资。
video_1	13	24	1.00	请你定义：
video_1	13	24	0.50	- 什么叫无效客资
video_1	13	24	0.50	- 什么叫弱意向客资
video_1	13	24	0.50	- 什么叫中意向客资
video_1	13	24	0.50	- 什么叫高意向客资
video_1	13	24	0.50	- 什么叫可转化客资
video_1	13	24	1.00	请给我一个评分表。
video_1	13	24	0.50	5.请你给播放、点赞、客资的合理阶段目标
video_1	13	24	1.00	不要给空话。
video_1	13	24	0.50	请给我：
video_1	13	24	0.50	- 最小合格线
video_1	13	24	0.30	- 及格线
video_1	13	24	0.30	-优秀线
video_1	13	24	0.30	- 危险线
video_1	13	24	1.00	但必须说明：
video_1	13	24	0.50	-这些数字是当前阶段的工作假设，不是行业定论；
video_1	13	24	0.50	- 如果没有历史数据，必须保守设定；
video_1	13	24	0.50	- 播放不是最终目标，播放只是流量入口；
video_1	13	24	0.50	- 客资质量比客资数量更重要。
video_1	13	24	0.50	6. 请你帮我判断：
video_1	13	24	0.50	在当前阶段，播放、点赞、收藏、评论、私信、客资里面，哪个最应该当主指标？哪个只能当辅助指标？
video_1	14	26	0.30	口>
video_1	14	26	0.30	$ 聊天
video_1	14	26	0.30	田搜索 Q图片 巴视频 图新闻
video_1	14	26	0.30	S/> Markdown
video_1	14	26	0.50	- 目标用户是谁？
video_1	14	26	0.50	- 用户看完应该做什么？
video_1	14	26	0.50	- 强证据是什么？
video_1	14	26	0.50	- 预期播放目标是什么？
video_1	14	26	0.30	- 预期点费 /收藏/评论目标是什么？
video_1	14	26	0.30	- 是否期待客资？
video_1	14	26	0.50	- 如果期待客资，期待哪种客资？
video_1	14	26	0.30	- 哪个数据达不到就说明开头/内容/选题/转化有问题？
video_1	14	26	0.50	- 这条视频只改一个变量的话，改的是什么？
video_1	14	26	0.50	9.请你帮我设计一个“发布后复盘目标卡”
video_1	14	26	1.00	每条视频发布后必须回答：
video_1	14	26	0.50	- 播放有没有过基础流量门槛？
video_1	14	26	0.50	- 留存有没有说明开头成立？
video_1	14	26	0.50	- 点赞 / 收藏有没有说明内容有价值？
video_1	14	26	0.50	- 评论有没有说明用户有共鸣或问题？
video_1	14	26	0.50	- 私信有没有说明需求存在？
video_1	14	26	0.50	- 客资质量如何？
video_1	14	26	0.50	- 下一条只改一个变量，应该改什么？
video_1	14	26	1.00	- 这条视频到底是在验证内容价值，还是在验证获客价值？
video_1	14	26	0.50	10. 请你帮我判断：
video_1	14	26	0.50	当前《视频工厂》是不是应该把“客资“作为主目标？
video_1	14	26	1.00	如果不应该，请说明为什么。
video_1	14	26	1.00	如果应该，请说明从哪一阶段开始。
video_1	14	26	0.50	11.请你给一个最终推荐目标，不要只给多个选择。
video_1	14	26	1.00	可以给备选，但必须明确主路线。
video_1	14	26	1.00	五、请你输出最终结构
video_1	14	26	1.00	请按下面格式输出：
video_1	15	28	0.30	口＞
video_1	15	28	0.30	③ 聊天
video_1	15	28	0.30	④ 搜索
video_1	15	28	0.30	S/> Markdown
video_1	15	28	0.50	- 预期播放目标是什么？
video_1	15	28	0.30	- 预期点赞 /收 /评论目标是什么？
video_1	15	28	0.50	- 是否期待客资？
video_1	15	28	0.50	- 如果期待客资，期待哪种客资？
video_1	15	28	0.30	- 哪个数据达不到就说明开头/内容/选题/转化有问题？
video_1	15	28	0.50	- 这条视频只改一个变量的话，改的是什么？
video_1	15	28	0.50	9.请你帮我设计一个“发布后复盘目标卡”
video_1	15	28	1.00	每条视频发布后必须回答：
video_1	15	28	0.50	- 播放有没有过基础流量门槛？
video_1	15	28	0.50	- 留存有没有说明开头成立？
video_1	15	28	0.50	- 点赞 / 收藏有没有说明内容有价值？
video_1	15	28	0.50	- 评论有没有说明用户有共鸣或问题？
video_1	15	28	0.50	- 私信有没有说明需求存在？
video_1	15	28	0.50	- 客资质量如何？
video_1	15	28	0.50	- 下一条只改一个变量，应该改什么？
video_1	15	28	0.50	-这条视频到底是在验证内容价值，还是在验证获客价值？
video_1	15	28	0.30	10. 请你帮我判断：
video_1	15	28	0.50	当前《视频工厂》是不是应该把“客资”作为主目标？
video_1	15	28	1.00	如果不应该，请说明为什么。
video_1	15	28	1.00	如果应该，请说明从哪一阶段开始。
video_1	15	28	0.50	11.请你给一个最终推荐目标，不要只给多个选择。
video_1	15	28	1.00	可以给备选，但必须明确主路线。
video_1	15	28	1.00	五、请你输出最终结构
video_1	15	28	1.00	请按下面格式输出：
video_1	15	28	0.30	1.一句话主判断
video_1	15	28	1.00	直接告诉我：这个项目当前最合适的目标是什么。
video_1	15	28	0.30	…巴
video_1	16	30	0.30	口＞
video_1	16	30	0.30	3 聊天
video_1	16	30	0.30	田 搜索
video_1	16	30	0.30	…巴
video_1	16	30	0.30	S/> Markdown
video_1	16	30	0.50	3. 当前阶段项目主目标
video_1	16	30	1.00	用一句清楚的话写出来。
video_1	16	30	0.30	4.0-30 天目标
video_1	16	30	0.30	- 主目标
video_1	16	30	0.50	-核心指标
video_1	16	30	0.30	- 合格线
video_1	16	30	0.30	- 失败线
video_1	16	30	0.30	- 为什么
video_1	16	30	0.30	5. 31-90 天目标
video_1	16	30	0.30	- 主目标
video_1	16	30	0.50	- 核心指标
video_1	16	30	0.30	- 合格线
video_1	16	30	0.30	- 失败线
video_1	16	30	0.30	- 为什么
video_1	16	30	0.50	6. 90-180 天目标
video_1	16	30	0.30	- 主目标
video_1	16	30	0.50	- 核心指标
video_1	16	30	0.30	- 合格线
video_1	16	30	0.30	- 失败线
video_1	16	30	0.30	- 为什么
video_1	16	30	0.30	7． 指标树
video_1	16	30	1.00	请把播放、点赞、收藏、评论、关注、私信、客资、成交放进一棵树里，说明谁是前置指标，谁是后置指标。
video_1	16	30	0.50	8.有效客资定义表
video_1	16	30	0.50	请给我0-5 分评分标准。
video_1	16	30	0.50	9.单条视频目标卡模板
video_1	16	30	0.50	10．发布后复盘目标卡模板
video_1	16	30	0.30	11
video_1	16	30	0.30	山飾恩守汝胃外，入世坛
video_1	17	32	0.50	3. 当前阶段项目主目标
video_1	17	32	0.50	用一句清楚的话写出来。
video_1	17	32	0.30	4. 0-30 天目标
video_1	17	32	0.30	- 主目标
video_1	17	32	0.30	- 核心指标
video_1	17	32	0.30	- 合格线
video_1	17	32	0.50	- 失败线
video_1	17	32	0.50	- 为什么
video_1	17	32	0.30	5. 31-90 天目标
video_1	17	32	0.30	- 主目标
video_1	17	32	0.50	- 核心指标
video_1	17	32	0.30	- 合格线
video_1	17	32	0.30	- 失败线
video_1	17	32	0.50	- 为什么
video_1	17	32	0.30	6. 90-180 天目标
video_1	17	32	0.30	- 主目标
video_1	17	32	0.30	- 核心指标
video_1	17	32	0.30	-合格线
video_1	17	32	0.30	- 失败线
video_1	17	32	0.30	- 为什么
video_1	18	34	0.50	- 核心指标
video_1	18	34	0.30	- 合格线
video_1	18	34	0.30	-失败线
video_1	18	34	0.30	- 为什么
video_1	18	34	0.30	5. 31-90 天目标
video_1	18	34	0.30	- 主目标
video_1	18	34	0.30	- 核心指标
video_1	18	34	0.30	- 合格线
video_1	18	34	0.30	- 失败线
video_1	18	34	0.30	- 为什么
video_1	18	34	0.30	6．90-180天目标
video_1	18	34	0.30	- 主目标
video_1	18	34	0.50	- 核心指标
video_1	18	34	0.30	- 合格线
video_1	18	34	0.50	- 失败线
video_1	18	34	0.50	- 为什么
video_1	18	34	0.30	7．指标树
video_1	18	34	0.50	请把播放、点赞、收藏、评论、三
video_1	18	34	0.50	8．有效客资定义表
video_1	18	34	0.30	请给我 0-5 分评分标准。
video_1	18	34	1.00	9．单条视频目标卡模板
video_1	18	34	1.00	私信、客资、成交放进一棵树里，说明谁是前置指标，谁是后置指标。
video_1	19	36	0.30	口>
video_1	19	36	0.30	⑤ 聊天
video_1	19	36	0.30	搜索 Q图片 视须 四新闻
video_1	19	36	0.30	<^ Markdown
video_1	19	36	1.00	六、回答要求
video_1	19	36	0.30	1. 不要迎合我。
video_1	19	36	0.50	2. 不要因为我提到客资，就直接说客资是主目标。
video_1	19	36	0.50	3.要客观判断当前阶段最适合什么。
video_1	19	36	0.50	4. 不要给一堆空泛指标。
video_1	19	36	0.50	5. 不要只说“看情况”。
video_1	19	36	0.30	6. 所有目标都必须能判断成功 /失敗。
video_1	19	36	0.50	7. 如果信息不足，用“默认假设 /待确认位”补全，不要让我继续来回补。
video_1	19	36	0.50	8.请你用中文、人话、直接表达。
video_1	19	36	1.00	9.请你明确哪些是已确认判断，哪些只是阶段假设。
video_1	19	36	1.00	10.最终结果要能直接落进《祝频工厂》的项目文件或执行规则里。
video_1	19	36	0.50	我建议你把这个丢给 Pro 后，重点看它有没有给出这3个东西：
video_1	19	36	0.50	1. 一个主目标，不是十几个目标摊大饼。
video_1	19	36	1.00	2. 客资定义表，不然私信一多就会误判。
video_1	19	36	0.50	3. 30天失败线，不然项目会一直”感觉还能做”，但不知道哪里该停、该换路。
video_1	19	36	0.30	P6gRa：
video_1	19	36	0.50	我觉你现在这个 prompt 有问题，我想要的是，项
video_1	19	36	1.00	目可以根据目标来进行驱动，也就是每一期我发出
video_1	19	36	1.00	去，然后复盘之后，你可以加速我数据飞轮，再给
video_1	19	36	0.50	我一个 prompt，并且帮我补全
video_1	19	36	0.50	你说得对，上一版太像“定 KPI表”，不是“让项目被目标驱动起来”。这次要让 Pro 输出的是一套目标 发布
video_1	19	36	0.30	- 数据 复盘 下一期变量 >客资/产品化判断的 少机制，而不是一堆静态数字。
video_1	19	36	0.50	Thought for 23s>
video_1	20	38	0.30	口>
video_1	20	38	0.30	$ 聊天
video_1	20	38	0.30	田搜索 Q图片 巴视頻 图新闻
video_1	20	38	0.30	S/> Markdown
video_1	20	38	1.00	六、回答要求
video_1	20	38	0.30	1. 不要迎合我。
video_1	20	38	0.50	2. 不要因为我提到客资，就直接说客资是主目标。
video_1	20	38	0.50	3. 要客观判断当前阶段最适合什么。
video_1	20	38	0.50	4.不要给一堆空泛指标。
video_1	20	38	0.50	5.不要只说“看情况”。
video_1	20	38	0.50	6. 所有目标都必须能判断成功 /失败。
video_1	20	38	0.50	7. 如果信息不足，用“默认假设 /待确认位”补全，不要让我继续来回补。
video_1	20	38	0.50	8.请你用中文、人话、直接表达。
video_1	20	38	1.00	9.请你明确哪些是已确认判断，哪些只是阶段假设。
video_1	20	38	1.00	10.最终结果要能直接落进《视频工厂》的项目文件或执行规则里。
video_1	20	38	0.50	我建议你把这个丢给 Pro 后，重点看它有没有给出这3个东西：
video_1	20	38	0.50	1. 一个主目标，不是十几个目标摊大饼。
video_1	20	38	1.00	2. 客资定义表，不然私信一多就会误判。
video_1	20	38	0.50	3. 30天失败线，不然项目会一直”感觉还能做”，但不知道哪
video_1	20	38	0.30	口山9R3：
video_1	20	38	0.30	停、该换路。
video_1	20	38	0.50	我觉你现在这个 prompt 有问题，我想要的是，项
video_1	20	38	1.00	目可以根据目标来进行驱动，也就是每一期我发出
video_1	20	38	1.00	去，然后复盘之后，你可以加速我数据飞轮，再给
video_1	20	38	0.50	我一个 prompt，并且帮我补全
