video	frame	seconds	confidence	text
video_1	20	38	0.50	你说得对，上一版太像“定 KPI 表”，不是“让项目被目标驱动起来”。这次要让 Pro 输出的是一套目标 发布
video_1	20	38	0.30	数据 复盘 下一期变量 客资/产品化判断的 少机制，而不是一堆静态数字。
video_1	20	38	0.50	Thought for 23s>
video_1	21	40	0.30	口>
video_1	21	40	0.30	③ 聊天
video_1	21	40	0.30	田 搜索
video_1	21	40	0.30	Q 图片 巴视頻 图新闻
video_1	21	40	0.50	我觉你现在这个 prompt 有问题，我想要的是，项
video_1	21	40	1.00	目可以根据目标来进行驱动，也就是每一期我发出
video_1	21	40	1.00	去，然后复盘之后，你可以加速我数据飞轮，再给
video_1	21	40	0.50	我一个 prompt，并且帮我补全
video_1	21	40	0.50	你说得对，上一版太像“定 KPI 表”，不是“让项目被目标驱动起来”。这次要让Pro 输出的是一套目标＞发布
video_1	21	40	0.30	-数据 复盘 下一期变量—客资/产品化判断的飞轮机制，而不是一堆育人
video_1	21	40	0.30	改字。
video_1	21	40	0.30	Thought for 23s>
video_1	21	40	0.50	对，你要的不是“目标表”，而是 目标驱动的数据飞轮机制。
video_1	21	40	0.50	上一版 prompt 的问题是：它还停在“给我设目标”。
video_1	21	40	1.00	你真正要的是：
video_1	21	40	1.00	项目先有一个主目标；每条视频只是一次实验；发布后数据回来，系统根据数据判断短板，自动决定下一期只
video_1	21	40	1.00	改哪个变量，从而让数据飞轮越转越快。
video_1	21	40	1.00	按仓库事实，《视频工厂》本来就不是单纯做视频，而是用视频作为内容化出口和反馈入口，验证一人公司AI
video_1	21	40	0.30	闭环。© 10.0PC一人公司闭环与多Al协作都割
video_1	21	40	0.50	所以这版 prompt 要让Pro 设计的是：Goal-State Feedback Memory（目标-状态-反馈记忆机制），不是
video_1	21	40	0.50	KPI仪表盘。
video_1	21	40	1.00	直接用这版：
video_1	21	40	0.30	</ Markdown
video_1	21	40	1.00	你现在不是帮我做普通项目目标规划，而是帮我为《视频工厂》设计一套“目标驱动的数据飞轮机制”。
video_1	22	42	0.50	我觉你现在这个 prompt 有问题，我想要的是，项
video_1	22	42	1.00	目可以根据目标来进行驱动，也就是每一期我发出
video_1	22	42	1.00	去，然后复盘之后，你可以加速我数据飞轮，再给
video_1	22	42	0.50	我一个 prompt，并且帮我补全
video_1	22	42	0.50	上一版太像"定KPI表”，不是“让项目被目标驱动起来”。这次要让 Pro 输出的是一套 目标一发布
video_1	22	42	0.30	盘 下一期变量 客资/产品化判断的飞轮机制，而不是一堆静态数字。
video_1	22	42	0.30	23S>
video_1	22	42	0.50	是“目标表”，而是目标驱动的数据飞轮机制。
video_1	22	42	0.50	的问题是：它还停在“给我设目标”。
video_1	22	42	1.00	司标；每条视频只是一次实验；发布后数据回来，系统根据数据判断短板，自动决定下一期只
video_1	22	42	1.00	j让数据飞轮越转越快。
video_1	23	44	0.30	日>
video_1	23	44	0.30	③ 驒天
video_1	23	44	0.30	④ 搜索 包 图片 巴视频 四新闻
video_1	23	44	0.50	按仓库事实，《视频工厂》本来就不是单纯做视频，而是用视频作为内容化出口和反馈入口，验证一人公司 AI
video_1	23	44	0.30	闭环。© 10.0PC一人公司用环与多Al的作机制
video_1	23	44	0.50	所以这版 prompt 要让 Pro设计的是：Goal-State Feedback Memory（目标-状态-反馈记忆机制），不是
video_1	23	44	0.50	KPI 仪表盘。
video_1	23	44	1.00	直接用这版：
video_1	23	44	0.30	…巴
video_1	23	44	0.30	《^ Markdown
video_1	23	44	1.00	你现在不是帮我做普通项目目标规划，而是帮我为《视频工厂》设计一套“目标驱动的数据飞轮机制”。
video_1	23	44	0.30	我不想要一张静态 KPI 表。
video_1	23	44	1.00	我想要的是：项目可以被目标驱动，每一期视频发布后，系统能根据播放、留存、点赞、收藏、评论、私信、客资、转化等反馈，判断当前
video_1	23	44	1.00	一、项目背景
video_1	23	44	0.50	项目名称：《视频工厂》
video_1	23	44	1.00	当前上位身份：
video_1	23	44	0.30	《视 工厂 |0PC 一人公司 AI 闭环验证系统》
video_1	23	44	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	23	44	1.00	它真正想验证的是：
video_1	23	44	0.50	一个人能不能借助多 AI 协作，把真实问题变成内容，把内容发布到平台验证，再通过数据反馈沉淀出产品、服务、工作包、私域客资或？
video_1	23	44	0.50	当前视頻只是：
video_1	23	44	0.50	- 内容化出口
video_1	23	44	0.50	- 真实经验展示载体
video_1	23	44	0.50	- 提效证据入口
video_1	23	44	0.50	- 平台反馈样本
video_1	23	44	0.50	- 发布后复盘对象
video_1	24	46	0.30	口＞
video_1	24	46	0.30	③ 聊天
video_1	24	46	0.30	④ 搜索
video_1	24	46	0.30	Q 图片 巴视频四新闻
video_1	24	46	1.00	按仓库事实，《视频工厂》本来就不是单纯做视频，而是用视频作为内容化出口和反馈入口，验证一人公司 AI
video_1	24	46	0.30	闭环。© 10.OPc-人公司用环与多A协作肌制
video_1	24	46	0.50	所以这版 prompt 要让 Pro 设计的是：Goal-State Feedback Memory（目标-状态-反馈记忆机制），不是
video_1	24	46	0.50	KPI仪表盘。
video_1	24	46	1.00	直接用这版：
video_1	24	46	0.30	<^ Markdown
video_1	24	46	1.00	你现在不是帮我做普通项目目标规划，而是帮我为《视频工厂》设计一套“目标驱动的数据飞轮机制”。
video_1	24	46	0.50	我不想要一张静态 KPI 表。
video_1	24	46	1.00	我想要的是：项目可以被目标驱动，每一期视频发布后，系统能根据播放、留存、点赞、收 、评论、私信、客资、转化等反馒，判断当前
video_1	24	46	1.00	一、项目背景
video_1	24	46	1.00	项目名称：《视频工厂》
video_1	24	46	1.00	当前上位身份：
video_1	24	46	0.30	《视频工厂I 0PC 一人公司 AI 闭环验证系统）
video_1	24	46	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	24	46	1.00	它真正想验证的是：
video_1	24	46	0.50	一个人能不能借助多 AI 协作，把真实问题变成内容，把内容发布到平台验证，再通过数据反馈沉淀出产品、服务、工作包、私域客资或衫
video_1	24	46	0.50	当前视頻只是：
video_1	24	46	0.30	- 内容化出口
video_1	24	46	0.50	- 真实经验展示载体
video_1	24	46	0.50	- 提效证据入口
video_1	24	46	0.50	- 平台反馈样本
video_1	24	46	0.50	- 发布后复盘对象
video_1	24	46	0.30	- 产品化线索迎塞入口
video_1	25	48	0.50	KPI 仪表盘。
video_1	25	48	1.00	直接用这版：
video_1	25	48	0.30	《 Markdown
video_1	25	48	1.00	你现在不是帮我做普通项目目标规划，而是帮我为《视频工厂》设计一套“目标驱动的数据飞飞轮机制”。
video_1	25	48	0.50	我不想要一张静态KPI 表。
video_1	25	48	1.00	我想要的是：项目可以被目标驱动，每一期视频发布后，系统能根据播放、留存、点赞、收藏、评论、私信、客资、转化等万
video_1	25	48	1.00	、项目背景
video_1	25	48	1.00	项目名称：《视频工厂》
video_1	25	48	0.50	当前上位身份：
video_1	25	48	0.30	《视频工厂 | OPC一人公司 AI 闭环验证系统》
video_1	25	48	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	25	48	1.00	它真正想验证的是：
video_1	25	48	1.00	护真实问题变成内容，把内容发布到平台验证，再通过数据反馈沉淀出产品、月
video_1	26	50	0.30	</ Markdown
video_1	26	50	1.00	你现在不是帮我做普通项目目标规划，而是帮我为《视频工厂》设计一套“目标驱动的数据飞飞轮机制”。
video_1	26	50	0.30	我不想要一张静态 KPI 表。
video_1	26	50	1.00	我想要的是：项目可以被目标驱动，每一期视频发布后，系统能根据播放、留存、点赞、收藏、评论、私信、客资、转化等反馈，判断当前
video_1	26	50	1.00	、项目背景
video_1	26	50	0.30	：===二二二二二二二3
video_1	26	50	1.00	项目名称：《视频工厂》
video_1	26	50	1.00	当前上位身份：
video_1	26	50	0.50	《视频工厂|OPC 一人公司 AI 闭环验证系统》
video_1	26	50	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	26	50	1.00	它真正想验证的是：
video_1	26	50	1.00	一个人能不能借助多 AI 协作，把真实问题变成内容，把内容发布到平台验证，再通过数据反馈沉淀出产品、服务、工作包、私域客资或治
video_1	26	50	1.00	当前视频只是：
video_1	26	50	0.50	- 内容化出口
video_1	26	50	0.50	- 真实经验展示载体
video_1	27	52	1.00	当前上位身份：
video_1	27	52	0.30	《视频工厂|OPC 一人公司 AI 闭环验证系统》
video_1	27	52	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	27	52	1.00	它真正想验证的是：
video_1	27	52	0.50	一个人能不能借助多 AI 协作，把真实问题变成内容，把内容发布到平台验证，再通过数据反馈沉淀出产品、服务、工作包、私域客资或咨）
video_1	27	52	1.00	当前视频只是：
video_1	27	52	0.50	- 内容化出口
video_1	27	52	0.50	- 真实经验展示载体
video_1	27	52	0.30	- 提效证据入口
video_1	27	52	0.50	- 平台反馈样本
video_1	27	52	0.50	- 发布后复盘对象
video_1	27	52	0.50	- 产品化线索观察入口
video_1	27	52	1.00	当前项目中心价值：
video_1	27	52	0.30	真实 AI 使用经验 +工作提效实录
video_1	27	52	1.00	当前内容方向：
video_1	27	52	0.50	我把自己真实使用 AI 的过程、提效案例、踩坑、项目推进、成本拆解、选题判断、工作流重构，做成短视频。
video_1	28	54	1.00	项目名称：《视频工厂》
video_1	28	54	1.00	当前上位身份：
video_1	28	54	0.30	《视频工厂| OPC 一人公司 AI 闭环验证系统》
video_1	28	54	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	28	54	1.00	它真正想验证的是：
video_1	28	54	0.30	一个人熊不能借助多 AI 协作，把真实可色变成内轻，把内容装布到平台验证，再通过教据反境环淀出产品、服务、工作包、私峨器容
video_1	28	54	1.00	当前视频只是：
video_1	28	54	0.30	- 内容化出口
video_1	28	54	0.50	- 真实经验展示载体
video_1	28	54	0.30	- 提效证据入口
video_1	28	54	0.50	- 平台反馈样本
video_1	28	54	0.50	- 发布后复盘对象
video_1	28	54	0.50	- 产品化线索观察入口
video_1	28	54	1.00	当前项目中心价值：
video_1	28	54	0.30	真实 AI 使用经验 + 工作提效实录
video_1	28	54	1.00	当前内容方向：
video_1	29	56	0.30	囱 鹽天
video_1	29	56	0.30	曲 搜索
video_1	29	56	0.30	Q 图片 C 视频
video_1	29	56	0.30	图新闻
video_1	29	56	0.30	< Markdown
video_1	29	56	0.30	项目名称：《视 工厂】
video_1	29	56	1.00	当前上位身份：
video_1	29	56	0.30	《視频工厂 | OPC 一人公司 AI 闭环验证系统》
video_1	29	56	1.00	这个项目不是单纯做视频，也不是单纯做账号。
video_1	29	56	1.00	它真正想验证的是：
video_1	29	56	0.50	一个人能不能借助多 AI 协作，把真实问题变成内容，把内容发布到平台验证，再通过数据反侵『淀出产品、服务、工作包、私域客资或名
video_1	29	56	0.50	当前视频只是：
video_1	29	56	0.50	- 内容化出口
video_1	29	56	0.50	- 真实经验展示载体
video_1	29	56	0.50	- 提效证据入口
video_1	29	56	0.50	- 平台反馈样本
video_1	29	56	0.50	- 发布后复盘对象
video_1	29	56	0.50	-产品化线索观察入口
video_1	29	56	1.00	当前项目中心价值：
video_1	29	56	0.50	真实 AI 使用经验 +工作提效实录
video_1	29	56	1.00	当前内容方向：
video_1	29	56	0.50	我把自己真实使用 AI 的过程、提效案例、踩坑、项目推进、成本拆解、选题判断、工作流重构，做成短视頻。
video_1	29	56	1.00	我希望用户看见：
video_1	29	56	0.30	1. AI 不是自动赚钱；
video_1	29	56	0.50	2. AI 可以降低试错成本；
video_1	29	56	0.50	3.AI 可以把文案、视频、选品逻辑、项目方案、数据复盘变快；
video_1	29	56	0.50	4. 真正有价值的是把 AI 接进真实业务和内容闭环；
video_1	29	56	0.50	5. 我不是在讲空泛 AI 教程，而是在展示真实 AI 使用经验和处双证据。
video_1	29	56	1.00	我的背景：
video_1	30	58	0.30	丰通过数据反境沉走出产品、服务、工作包、私域客资或咨询机会。
video_1	30	58	0.30	潮乳項脂酸装、原木新服、注源的晰、工作流重物，俄成短視频。
video_1	31	60	0.50	项目名称：《视频工厂》
video_1	31	60	0.50	当前上位身份：
video_1	31	60	0.30	《视蟆工厂| OPC 一人公司 AI 闭环验证系统》
video_1	31	60	0.50	这个项目不是单纯做视频，也不是单纯做账号。
video_1	31	60	1.00	它真正想验证的是：
video_1	31	60	0.50	一个人能不能借助多AI 协作，把真实问题变成内容，把内容发布到平台验证，再通过数据反馈沉淀出产品，服务、工作包，私域要受要
video_1	31	60	0.50	当前视频只是：
video_1	31	60	0.50	- 内容化出口
video_1	31	60	0.50	- 真实经验展示载体
video_1	31	60	0.50	- 提效证据入口
video_1	31	60	0.50	- 平台反馈样本
video_1	31	60	0.50	- 发布后复盘对象
video_1	31	60	0.30	-产品化线索观察入口
video_1	31	60	1.00	当前项目中心价值：
video_1	31	60	0.30	真实 AI 使用经验 +工作提效实录
video_1	31	60	0.30	当前内容方向：
video_1	31	60	0.50	我把自己真实使用 AI的过程、提效案例、踩坑、项目推进、成本拆解、选题判断、工作流重构，做成短视。
video_1	31	60	0.50	我希望用户看见：
video_1	31	60	0.30	1.AI 不是自动赚钱；
video_1	31	60	0.30	2.AI 可以降低试错成本；
video_1	31	60	0.50	3.AI 可以把文案、视频、选品逻辑、项目方案、数据复盘变快；
video_1	32	62	0.30	口>
video_1	32	62	0.30	③ 聊天
video_1	32	62	0.30	④搜索 Q图片 巴视頻 新闻
video_1	32	62	0.30	<^ Markdown
video_1	32	62	1.00	二、我现在真正的问题
video_1	32	62	1.00	我现在感觉项目缺的不是技术，也不是单条视频质量。
video_1	32	62	1.00	真正缺的是：
video_1	32	62	0.50	项目没有一个能驱动每一期内容、毎次发布、毎次复盘、毎次迭代的主目标。
video_1	32	62	1.00	如果没有目标：
video_1	32	62	0.50	- 播放量只是播放量；
video_1	32	62	0.30	- 点赞只是点赞；
video_1	32	62	0.50	- 收藏只是收藏；
video_1	32	62	0.50	- 评论只是评论；
video_1	32	62	0.50	- 私信只是私信；
video_1	32	62	0.50	- 客资也不知道值不值钱；
video_1	32	62	0.50	- 每条视频做完就散了；
video_1	32	62	0.50	- 复盘也不知道该反推什么；
video_1	32	62	0.50	- 下一期也不知道该只改哪个变量；
video_1	32	62	0.50	- 整个项目就不能形成飞轮。
video_1	32	62	1.00	我想要的是：
video_1	32	62	0.30	目标-每期视频实验 -发布数据-复盘判断-下一期只改一个变量-客资/产品化信号沉淀-再更新目标和策略
video_1	32	62	1.00	请你帮我设计这套机制。
video_1	32	62	1.00	三、请先重判：这个项目到底应该被什么目标驱动
video_1	32	62	1.00	请你先判断：
video_1	32	62	0.50	1. 当前《视频工厂》最应该披哪一种目标驱动？
video_1	32	62	0.30	- 插放增长？
video_1	32	62	0.30	- 账号影响力？
video_1	33	64	0.30	口＞
video_1	33	64	0.30	$ 聊天
video_1	33	64	0.30	④ 搜索
video_1	33	64	0.30	S/> Markdown
video_1	33	64	0.30	- 账号影响力？
video_1	33	64	0.30	- 有效客资？
video_1	33	64	0.30	- 私域线索？
video_1	33	64	0.50	- 产品化工作包验证？
video_1	33	64	0.50	- AI 服务验证？
video_1	33	64	0.50	- 一人公司闭环验证？
video_1	33	64	0.30	- 还是组合目标？
video_1	33	64	0.50	2. 当前阶段，哪个目标应该是主目标？
video_1	33	64	1.00	只能选一个主目标。
video_1	33	64	0.50	3. 其他指标应该如何为主目标服务？
video_1	33	64	1.00	例如播放、点赞、收藏、评论、私信、客资、成交分别是什么位置。
video_1	33	64	0.50	4.当前阶段不应该把什么当主目标？
video_1	33	64	1.00	请明确说明：
video_1	33	64	0.50	- 为什么不能只追摇放；
video_1	33	64	0.50	- 为什么不能只追点赞；
video_1	33	64	0.50	- 为什么不能太早追成交；
video_1	33	64	0.30	一分什么当額司能基業，但不一定一片地鼓發來、
video_1	33	64	0.50	四、我要的是“数据飞轮”，不是 KPI 表
video_1	33	64	1.00	请你设计一套数据飞轮机制。
video_1	33	64	1.00	核心结构必须包括：
video_1	33	64	0.30	1. 北极星目标
video_1	33	64	0.50	- 这个项目 3-6个月内唯一最重要的主目标是什么？
video_1	33	64	0.50	- 必须能驱动每一期视频。
video_1	33	64	0.50	- 不要写空话，比如”打造影响力”“建立个人品牌”。
video_1	33	64	0.30	…巴
video_1	34	66	0.30	口＞
video_1	34	66	0.30	$ 聯天
video_1	34	66	0.30	…巴
video_1	34	66	0.30	S/> Markdown
video_1	34	66	0.50	四、我要的是“数据飞轮”，不是 KPI 表
video_1	34	66	1.00	请你设计一套数据飞轮机制。
video_1	34	66	0.50	核心结构必须包括：
video_1	34	66	0.30	1. 北极星目标
video_1	34	66	0.50	- 这个项目 3-6 个月内唯一最重要的主目标是什么？
video_1	34	66	0.50	-必须能驱动每一期视频。
video_1	34	66	0.30	- 必须能判断成功 /失败。
video_1	34	66	0.50	- 不要写空话，比如“打造影响力”“建立个人品牌”。
video_1	34	66	0.30	2. 飞轮逻辑
video_1	34	66	1.00	请你用人话写出：
video_1	34	66	1.00	第一圈飞轮：
video_1	34	66	0.30	内容发布 - 数据反馈 -发现短板 -下一条只
video_1	34	66	0.50	一个变量
video_1	34	66	1.00	第二圈飞轮：
video_1	34	66	0.30	内容发布 -评论 /私信 /收藏反馈 -判断用户真实需求-调整选题和表达
video_1	34	66	1.00	第三圈飞轮：
video_1	34	66	0.30	有效客资出现 -•判断需求类型 •沉淀工作包 /服务 / 咨询方向
video_1	34	66	1.00	第四圈飞轮：
video_1	34	66	0.30	产品化信号出现 -•反过来影响下一批内容选题和证明方式
video_1	34	66	0.50	3. 每期视频如何服务主目标
video_1	34	66	0.50	每期视频不能只是“做一条内容”，而要是一次实验。
video_1	34	66	1.00	请你定义每期视频发布前必须选择的实验目标类型，例如：
video_1	34	66	0.30	- 验证迭题吸引力
video_1	34	66	0.50	- 验证开头 hook
video_1	34	66	0.50	- 验证内容价值
video_1	34	66	0.50	- 验证真实证据强度
video_1	35	68	0.30	口＞
video_1	35	68	0.30	$ 聊天
video_1	35	68	0.30	由 搜索
video_1	35	68	0.30	Q 图片 巴视頻 图新闻
video_1	35	68	0.30	…巴
video_1	35	68	0.30	S/> Markdown
video_1	35	68	0.30	- 必须能刊断成功/大敗。
video_1	35	68	0.30	- 不要写空话，比如”打造影响力”“建立个人品牌”。
video_1	35	68	0.30	2. 飞轮逻辑
video_1	35	68	0.50	请你用人话写出：
video_1	35	68	1.00	第一圈飞轮：
video_1	35	68	0.30	内容发布 -数据反馈 发现短板 下一条只改一个变量
video_1	35	68	1.00	第二圈飞轮：
video_1	35	68	0.30	内容发布•评论 /私信/收藏反馈 -判断用户真实需求 -调整选题和表达
video_1	35	68	0.50	第三圈飞轮：
video_1	35	68	0.30	有效客资出现 -•判断需求类型 ••沉淀工作包 /服务 /咨询方向
video_1	35	68	1.00	第四圈飞轮：
video_1	35	68	0.50	产品化信号出现—反过来影响下一批内容选题和证明方式
video_1	35	68	0.50	3. 每期视频如何服务主目标
video_1	35	68	0.50	每期视频不能只是“做一条内容”，而要是一次乡
video_1	35	68	0.50	请你定义每期视频发布前必须选择的实验目标类型一例如：
video_1	35	68	0.50	- 验证选题吸引力
video_1	35	68	0.30	- 验证开头 hook
video_1	35	68	0.50	- 验证内容价值
video_1	35	68	0.50	- 验证真实证据强度
video_1	35	68	0.50	- 验证客资意向
video_1	35	68	0.50	- 验证产品化方向
video_1	35	68	0.50	4. 发布后数据如何反推下一期
video_1	35	68	1.00	请你设计一个机制，让系统能根据数据判断下一期该改什么。
video_1	35	68	1.00	必须包含：
video_1	35	68	0.50	- 插放低时，判断是选题问题还是开头问题；
video_1	35	68	0.50	- 留存低时，判断是开头、节奏还是内容承接问题；
video_1	36	70	0.30	口>
video_1	36	70	0.30	$ 聊天
video_1	36	70	0.30	④ 搜索
video_1	36	70	0.30	S/> Markdown
video_1	36	70	1.00	请你设计一套数据飞轮机制。
video_1	36	70	1.00	核心结构必须包括：
video_1	36	70	0.50	1. 北极星目标
video_1	36	70	0.50	- 这个项目 3-6T月内唯一最重要的主目标是什么？
video_1	36	70	0.50	-必须能驱动每一期视频。
video_1	36	70	0.50	- 不要写空话，比如“打造影响力”“建立个人品牌”。
video_1	36	70	0.30	2. 飞轮逻辑
video_1	36	70	1.00	请你用人话写出：
video_1	36	70	0.50	第一圈飞轮：
video_1	36	70	0.30	内容发布-数据反馈 -发现短板-下一条只改一个变量
video_1	36	70	0.30	内容发布-评论 /私信 /收藏反馈 -判断用户真实需求-调整选题和表达
video_1	36	70	0.50	第三圈飞轮：
video_1	36	70	0.30	有效客资出现 -判断需求类型 •沉淀工作包 / 服务 /咨询方向
video_1	36	70	0.50	第四圆飞轮：
video_1	36	70	0.50	产品化信号出现 -反过来影响下一批内容选题和证明方式
video_1	36	70	0.50	3. 每期视频如何服务主目标
video_1	36	70	0.50	每期视频不能只是“做一条内容”，而要是一次实验。
video_1	36	70	1.00	请你定义每期视频发布前必须选择的实验目标类型，例如：
video_1	36	70	0.50	- 验证选题吸引力
video_1	36	70	0.50	- 验证开头 hook
video_1	36	70	0.50	- 验证内容价值
video_1	36	70	0.50	- 验证真实证据强度
video_1	36	70	0.50	- 验证用户需求
video_1	37	72	1.00	请你设计一套数据飞轮机制。
video_1	37	72	1.00	核心结构必须包括：
video_1	37	72	0.30	1.北极星目标
video_1	37	72	0.50	- 这个项目 3-6个月内唯一最重要的主目标是什么？
video_1	37	72	0.50	- 必须能驱动每一期视频。
video_1	37	72	0.30	- 必须能判断成功/失败。
video_1	37	72	0.50	- 不要写空话，比如“打造影响力”“建立个人品牌”。
video_1	37	72	0.30	2． 飞轮逻辑
video_1	37	72	0.50	请你用人话写出：
video_1	37	72	0.50	第一圈飞轮：
video_1	37	72	0.30	内容发布 -数据反馈 -发现短板 -下一条只改一个变量
video_1	37	72	1.00	第二圈飞轮：
video_1	37	72	0.30	内容发布-评论 /私信 /收藏反馈-判断用户真实需求-调整选题和表达
video_1	37	72	1.00	第三圈飞轮：
video_1	37	72	0.30	有效客资出现 -判断需求类型 -沉淀工作包 /服务 /咨询方向
video_1	37	72	1.00	第四圈飞轮：
video_1	37	72	0.50	产品化信号出现 -反过来影响下一批内容选题和证明方式
video_1	38	74	1.00	请你设计一套数据飞轮机制。
video_1	38	74	0.50	核心结构必须包括：
video_1	38	74	0.30	1. 北极星目标
video_1	38	74	0.50	- 这个项目 3-6 个月内唯一最重要的主目标是什么？
video_1	38	74	0.50	- 必须能驱动每一期视频。
video_1	38	74	0.30	- 必须能判断成功 /失败。
video_1	38	74	0.50	- 不要写空话，比如“打造影响力”“建立个人品牌”。
video_1	38	74	0.30	2. 飞轮逻辑
video_1	38	74	0.50	请你用人话写出：
video_1	38	74	1.00	第一圈飞轮：
video_1	38	74	0.30	内容发布 -数据反馈 -发现短板 -下一条只改一个变量
video_1	38	74	1.00	第二圈飞轮：
video_1	38	74	0.30	内容发布-评论 / 私信 / 收藏反馈 -判断用户真实需求 -调整选题和表达
video_1	38	74	1.00	第三圈飞轮：
video_1	38	74	0.30	有效客资出现 -判断需求类型 -沉淀工作包 /服务 / 咨询方向
video_1	38	74	1.00	第四圈飞轮：
video_1	38	74	0.50	产品化信号出现 -反过来影响下一批内容选题和证明方式
video_1	39	76	0.30	一个机制，
video_1	39	76	0.30	新波改付么。
video_1	39	76	0.30	必须包育1
video_1	39	76	0.30	播放1
video_1	39	76	0.30	1时，判断是选题问题还是并头阿题；
video_1	39	76	0.30	留存低时，
video_1	39	76	0.50	判断是开头。
video_1	39	76	0.30	节泰
video_1	39	76	0.50	点赞低时，判断是观点不够爽，
video_1	39	76	0.30	收藏低时，判断是杏綠方法、步靈、
video_1	39	76	0.30	承接問邈；
video_1	39	76	0.30	不以每
video_1	39	76	0.30	可复期价：
video_1	39	76	0.30	-评论少时，判断是杏 美鸣、争议、
video_1	39	76	0.30	阿題憑：
video_1	39	76	0.30	- 私信少时，判断是否 明确需求场景、承接入口或懷任证等
video_1	39	76	0.30	-客资差时，判断是不是吸引了错误用户，还是承接法不不清
video_1	39	76	0.50	- 播放高但客资差时，判断是不是泛流暈；
video_1	39	76	0.50	- 播放低但客资高时，判断是不是小众高价值方向。
video_1	39	76	0.50	5.下一期只改一个变量规则
video_1	39	76	1.00	请你设计“只改一个变量”的决策机制。
video_1	39	76	1.00	每次复盘后只能选一个主变量：
video_1	39	76	0.30	- 选题
video_1	39	76	0.30	- 开头
video_1	39	76	0.50	- 文案结构
video_1	39	76	0.50	- 真实证据
video_1	39	76	0.30	- 画面节奏
video_1	39	76	0.30	- TTS /声音
video_1	39	76	0.50	- 发布标题
video_1	39	76	0.50	- 评论引导
video_1	39	76	0.50	- 私域承接
video_1	39	76	0.50	- 客资筛选
video_1	39	76	0.30	- 产品化表达
video_1	40	78	0.30	口＞
video_1	40	78	0.30	③ 腳天
video_1	40	78	0.30	④搜索 Q图片 巴视頻 图新闻
video_1	40	78	0.30	…巴
video_1	40	78	0.30	</> Markdown
video_1	40	78	0.50	5. 下一期只改一个变量规则
video_1	40	78	1.00	请你设计“只改一个变量”的决策机制。
video_1	40	78	1.00	每次复盘后只能选一个主变量：
video_1	40	78	0.30	- 选题
video_1	40	78	0.30	-开头
video_1	40	78	0.30	- 文案结构
video_1	40	78	0.30	- 真实证据
video_1	40	78	0.30	- 画面节奏
video_1	40	78	0.30	- TTS / 声音
video_1	40	78	0.30	- 发布标题
video_1	40	78	0.30	- 评论引导
video_1	40	78	0.50	- 私域承接
video_1	40	78	0.30	-客资筛选
video_1	40	78	0.50	- 产品化表达
video_1	40	78	0.50	请说明：
video_1	40	78	0.50	- 什么情况下改选题；
video_1	40	78	0.50	- 什么情况下改开头；
video_1	40	78	0.50	- 什么情况下改内容结构；
video_1	40	78	0.50	- 什么情况下改证据；
video_1	40	78	0.50	- 什么情况下改承接；
video_1	40	78	0.50	-什么情况下不该改，只继续观察。
video_1	40	78	1.00	五、请自动补全指标体系
video_1	40	78	0.30	请你把指标分成 6层：
video_1	40	78	0.30	A.触达层
video_1	40	78	0.30	-插放量
video_1	40	78	0.50	- 推荐流量
video_1	40	78	0.30	- 3 秒留存
video_1	40	78	0.30	- 5 秒留存
video_1	41	80	0.30	口>
video_1	41	80	0.30	$ 聊天
video_1	41	80	0.30	④搜索 Q图片 巴视频 图新闻
video_1	41	80	0.30	…巴
video_1	41	80	0.30	S/> Markdown
video_1	41	80	0.50	5. 下一期只改一个变量规则
video_1	41	80	1.00	请你设计“只改一个变量”的决策机制。
video_1	41	80	1.00	每次复盘后只能选一个主变量：
video_1	41	80	0.30	-造題
video_1	41	80	0.30	- 开头
video_1	41	80	0.30	- 文案结构
video_1	41	80	0.50	- 真实证据
video_1	41	80	0.30	- 画面节奏
video_1	41	80	0.30	- TTS/ 声音
video_1	41	80	0.50	- 发布标题
video_1	41	80	0.50	-评论引导
video_1	41	80	0.50	- 私域承接
video_1	41	80	0.50	- 客资筛选
video_1	41	80	0.50	- 产品化表达
video_1	41	80	0.30	请说明：
video_1	41	80	0.50	- 什么情况下改选题；
video_1	41	80	0.50	- 什么情况下改开头；
video_1	41	80	0.50	- 什么情况下改内容结构；
video_1	41	80	0.50	- 什么情况下改证据；
